ACK_ID,SCH_H_PLAN_YEAR_BEGIN_DATE,SCH_H_TAX_PRD,SCH_H_PN,SCH_H_EIN,NON_INT_BEAR_CASH_BOY_AMT,EMPLR_CONTRIB_BOY_AMT,PARTCP_CONTRIB_BOY_AMT,OTHER_RECEIVABLES_BOY_AMT,INT_BEAR_CASH_BOY_AMT,GOVT_SEC_BOY_AMT,CORP_DEBT_PREFERRED_BOY_AMT,CORP_DEBT_OTHER_BOY_AMT,PREF_STOCK_BOY_AMT,COMMON_STOCK_BOY_AMT,JOINT_VENTURE_BOY_AMT,REAL_ESTATE_BOY_AMT,OTHER_LOANS_BOY_AMT,PARTCP_LOANS_BOY_AMT,INT_COMMON_TR_BOY_AMT,INT_POOL_SEP_ACCT_BOY_AMT,INT_MASTER_TR_BOY_AMT,INT_103_12_INVST_BOY_AMT,INT_REG_INVST_CO_BOY_AMT,INS_CO_GEN_ACCT_BOY_AMT,OTH_INVST_BOY_AMT,EMPLR_SEC_BOY_AMT,EMPLR_PROP_BOY_AMT,BLDGS_USED_BOY_AMT,TOT_ASSETS_BOY_AMT,BNFTS_PAYABLE_BOY_AMT,OPRTNG_PAYABLE_BOY_AMT,ACQUIS_INDBT_BOY_AMT,OTHER_LIAB_BOY_AMT,TOT_LIABILITIES_BOY_AMT,NET_ASSETS_BOY_AMT,NON_INT_BEAR_CASH_EOY_AMT,EMPLR_CONTRIB_EOY_AMT,PARTCP_CONTRIB_EOY_AMT,OTHER_RECEIVABLES_EOY_AMT,INT_BEAR_CASH_EOY_AMT,GOVT_SEC_EOY_AMT,CORP_DEBT_PREFERRED_EOY_AMT,CORP_DEBT_OTHER_EOY_AMT,PREF_STOCK_EOY_AMT,COMMON_STOCK_EOY_AMT,JOINT_VENTURE_EOY_AMT,REAL_ESTATE_EOY_AMT,OTHER_LOANS_EOY_AMT,PARTCP_LOANS_EOY_AMT,INT_COMMON_TR_EOY_AMT,INT_POOL_SEP_ACCT_EOY_AMT,INT_MASTER_TR_EOY_AMT,INT_103_12_INVST_EOY_AMT,INT_REG_INVST_CO_EOY_AMT,INS_CO_GEN_ACCT_EOY_AMT,OTH_INVST_EOY_AMT,EMPLR_SEC_EOY_AMT,EMPLR_PROP_EOY_AMT,BLDGS_USED_EOY_AMT,TOT_ASSETS_EOY_AMT,BNFTS_PAYABLE_EOY_AMT,OPRTNG_PAYABLE_EOY_AMT,ACQUIS_INDBT_EOY_AMT,OTHER_LIAB_EOY_AMT,TOT_LIABILITIES_EOY_AMT,NET_ASSETS_EOY_AMT,EMPLR_CONTRIB_INCOME_AMT,PARTICIPANT_CONTRIB_AMT,OTH_CONTRIB_RCVD_AMT,NON_CASH_CONTRIB_BS_AMT,TOT_CONTRIB_AMT,INT_BEAR_CASH_AMT,INT_ON_GOVT_SEC_AMT,INT_ON_CORP_DEBT_AMT,INT_ON_OTH_LOANS_AMT,INT_ON_PARTCP_LOANS_AMT,INT_ON_OTH_INVST_AMT,TOTAL_INTEREST_AMT,DIVND_PREF_STOCK_AMT,DIVND_COMMON_STOCK_AMT,REGISTERED_INVST_AMT,TOTAL_DIVIDENDS_AMT,TOTAL_RENTS_AMT,AGGREGATE_PROCEEDS_AMT,AGGREGATE_COSTS_AMT,TOT_GAIN_LOSS_SALE_AST_AMT,UNREALZD_APPRCTN_RE_AMT,UNREALZD_APPRCTN_OTH_AMT,TOT_UNREALZD_APPRCTN_AMT,GAIN_LOSS_COM_TRUST_AMT,GAIN_LOSS_POOL_SEP_AMT,GAIN_LOSS_MASTER_TR_AMT,GAIN_LOSS_103_12_INVST_AMT,GAIN_LOSS_REG_INVST_AMT,OTHER_INCOME_AMT,TOT_INCOME_AMT,DISTRIB_DRT_PARTCP_AMT,INS_CARRIER_BNFTS_AMT,OTH_BNFT_PAYMENT_AMT,TOT_DISTRIB_BNFT_AMT,TOT_CORRECTIVE_DISTRIB_AMT,TOT_DEEMED_DISTR_PART_LNS_AMT,TOT_INT_EXPENSE_AMT,PROFESSIONAL_FEES_AMT,CONTRACT_ADMIN_FEES_AMT,INVST_MGMT_FEES_AMT,OTHER_ADMIN_FEES_AMT,TOT_ADMIN_EXPENSES_AMT,TOT_EXPENSES_AMT,NET_INCOME_AMT,TOT_TRANSFERS_TO_AMT,TOT_TRANSFERS_FROM_AMT,ACCTNT_OPINION_TYPE_CD,ACCT_PERFORMED_LTD_AUDIT_IND,ACCOUNTANT_FIRM_NAME,ACCOUNTANT_FIRM_EIN,ACCT_OPIN_NOT_ON_FILE_IND,FAIL_TRANSMIT_CONTRIB_IND,FAIL_TRANSMIT_CONTRIB_AMT,LOANS_IN_DEFAULT_IND,LOANS_IN_DEFAULT_AMT,LEASES_IN_DEFAULT_IND,LEASES_IN_DEFAULT_AMT,PARTY_IN_INT_NOT_RPTD_IND,PARTY_IN_INT_NOT_RPTD_AMT,PLAN_INS_FDLTY_BOND_IND,PLAN_INS_FDLTY_BOND_AMT,LOSS_DISCV_DUR_YEAR_IND,LOSS_DISCV_DUR_YEAR_AMT,ASSET_UNDETERM_VAL_IND,ASSET_UNDETERM_VAL_AMT,NON_CASH_CONTRIB_IND,NON_CASH_CONTRIB_AMT,AST_HELD_INVST_IND,FIVE_PRCNT_TRANS_IND,ALL_PLAN_AST_DISTRIB_IND,FAIL_PROVIDE_BENEFIT_DUE_IND,FAIL_PROVIDE_BENEFIT_DUE_AMT,PLAN_BLACKOUT_PERIOD_IND,COMPLY_BLACKOUT_NOTICE_IND,RES_TERM_PLAN_ADPT_IND,RES_TERM_PLAN_ADPT_AMT,FDCRY_TRUST_EIN,FDCRY_TRUST_NAME,COVERED_PBGC_INSURANCE_IND,TRUST_INCUR_UNREL_TAX_INC_IND,TRUST_INCUR_UNREL_TAX_INC_AMT,IN_SERVICE_DISTRIB_IND,IN_SERVICE_DISTRIB_AMT,FDCRY_TRUSTEE_CUST_NAME,FDCRY_TRUST_CUST_PHON_NUM,FDCRY_TRUST_CUST_PHON_NU_FORE,DISTRIB_MADE_EMPLOYEE_62_IND,PREMIUM_FILING_CONFIRM_NUMBER,ACCT_PERF_LTD_AUDIT_103_8_IND,ACCT_PERF_LTD_AUDIT_103_12_IND,ACCT_PERF_NOT_LTD_AUDIT_IND
20230307125118NAL0006284323001,2021-07-01,2022-06-30,504,813268325,,,586814,0,,,,,,,,,,,,,126735649,,,,,,,,127322463,53259,5699801,,185453,5938513,121383950,,,393261,19703,,,,,,,,,,,,,107426073,,,,,,,,107839037,53583,4761574,,173273,4988430,102850607,553520,11833967,7442900,,19830387,,,,,,,0,,,,0,,,,0,,,0,,,-10666355,,,3425,9167457,25647566,,,25647566,,,,18000,1994476,28006,12752,2053234,27700800,-18533343,,,1,,DELOITTE & TOUCHE LLP,133891517,,2,,2,,2,,2,,1,10000000,2,,2,,2,,2,2,2,2,,,,2,,,,,,,,,,,,,,1,0,
20230307125233NAL0020358194001,2021-07-01,2022-06-30,599,813268325,,,,30,3108122,,,,,11,,,,,125332840,,,,,,,,,,128441003,,,,,0,128441003,,,,984,1535261,,,,,11,,,,,107290223,,,,,,,,,,108826479,,,,,0,108826479,,,,,0,1,,,,,,1,,,2682,2682,,,,0,,,0,-10832619,,,,,,-10829936,,,,0,,,,,,,,0,0,-10829936,12690835,21475423,,,,,1,,,2,,2,,2,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,
20221017142843NAL0062624818001,2021-01-01,2021-12-31,001,521405842,0,329408,0,0,4917550,0,0,0,0,0,0,0,0,1152694,0,0,0,0,135579666,0,0,0,0,0,141979318,0,0,0,0,0,141979318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3752416,8163331,2349898,0,14265645,454,0,0,0,62121,0,62575,0,0,11619100,11619100,0,0,0,0,0,0,0,0,0,0,0,8116123,0,34063443,29157699,0,0,29157699,3660,5996,0,0,0,27897,-53262,-25365,29141990,4921453,0,146900771,1,,MAYER HOFFMAN MCCANN P.C.,431947695,,2,,2,,2,,2,,1,500000,2,,2,,2,,2,2,1,2,,2,2,2,,,,,,,,,,,,,,1,0,0
20230505154750NAL0045535826001,2021-01-01,2021-12-31,003,521405842,,9235,,,9916652,,,,,,,,,,,,,,,,,,,,9925887,44,,,,44,9925843,,9235,,,9925757,,,,,,,,,,,,,,,,,,,,9934992,44,,,,44,9934948,,,,,0,9135,,,,,,9135,,,,0,,,,0,,,0,,,,,,,9135,,,,0,,,,,,,30,30,30,9105,,,1,,MAYER HOFFMAN MCCANN PC,431947695,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,1,0,,,,,,,,,,,,,1,1,
20221017122042NAL0020881747001,2021-01-01,2021-12-31,002,043061714,,,,0,,,,,,,,,,,,,,,201628,,,17504346,,,17705974,,,1682061,35024,1717085,15988889,,,,0,,,,,,,,,,,,,,,201740,,,21726420,,,21928160,,,1377650,28685,1406335,20521825,693514,,,,693514,17,,,,,,17,,,,0,,,,0,,4222074,4222074,,,,,,,4915605,304905,,,304905,,,77764,,,,,0,382669,4532936,,,1,,CARON & BLETZER,043499945,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,1
20221207083923NAL0051402338001,2022-01-01,2022-05-16,002,041782600,0,0,0,0,1792373,0,0,0,0,0,0,0,0,481942,0,0,0,0,44984117,0,0,5595714,0,0,52854146,0,0,0,0,0,52854146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,5229,0,5245,0,34469,10447,44916,0,5851269,5632294,218975,0,0,0,0,0,0,0,-2286478,0,-2017342,50722754,0,0,50722754,0,104309,0,0,0,2761,6980,9741,50836804,-52854146,0,0,1,,"WOLF & COMPANY, P.C.",042689883,,2,,2,,2,,2,,1,1000000,2,,2,,2,,2,2,1,2,,2,,1,0,,,,,,,,,,,,,1,0,0
20221207133339NAL0026071792001,2021-01-01,2021-12-31,002,043061714,,,,0,,,,,,,,,,,,,,,201628,,,17504346,,,17705974,,,1682061,35024,1717085,15988889,,,,0,,,,,,,,,,,,,,,201740,,,21726420,,,21928160,,,1377650,28685,1406335,20521825,693514,,,,693514,17,,,,,,17,,,,0,,,,0,,4222074,4222074,,,,,,,4915605,304905,,,304905,,,77764,,,,,0,382669,4532936,,,1,,CARON & BLETZER,043499945,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,1
20221017153022NAL0021312803001,2021-01-01,2021-12-31,003,041782600,,,,271945,1004695,,,,,,,,,,,,,,,,,50683862,,,51960502,,,18153666,,18153666,33806836,,,,339753,2226199,,,,,,,,,,,,,,,,,57708402,,,60274354,,,0,,0,60274354,,,,200,200,125,,,,,,125,,1349554,,1349554,,774871,225487,549384,,26183692,26183692,,,,,,,28082955,1119195,,,1119195,,,496242,,,,,0,1615437,26467518,,,1,,WOLF & COMPANY P.C.,042689883,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,1,0,,,,,,,,,,,,,,,1
20221017153427NAL0021322131002,2021-01-01,2021-12-31,003,042399903,,,,,920750,,,,,,,,,167678,,,,,25941945,,,,,,27030373,,,,,,27030373,,,,,311099,,,,,,,,,118931,,,,,30104557,,,,,,30534587,,,,,,30534587,357421,1382616,15896,,1755933,,,,,6914,,6914,,,2224379,2224379,,,,,,1928482,1928482,,,,,476433,,6392141,2876458,,,2876458,,,,,,,11469,11469,2887927,3504214,,,3,,"JESSON, OSLIN & ASSOCIATES, LLP",043442418,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,2,2,,,,2,,,,,,,,,,1,,
20230201133822NAL0018407953001,2021-05-01,2022-04-30,004,822323992,,,,,,,,,,,,,,,,,,,,,,38602590,,,38602590,,,,3014017,3014017,35588573,,,,846669,,,,,,,,,,,,,,,13661126,,,,,,14507795,,,,,0,14507795,3063472,,,,3063472,,,,,,,0,,,1903,1903,,,,0,,7916198,7916198,,,,,,,10981573,32014399,,,32014399,,,47952,,,,,0,32062351,-21080778,,,1,,RSM US LLP,420714325,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,,,,,1
20230130050510NAL0019867904001,2021-01-01,2021-12-31,007,813268325,,,,982,,,,,,368995,,,,,49218,,,,2636916,,,383269061,,,386325172,,,,,0,386325172,,,,880,,,,,,394829,,,,,633095,,,,2931697,,,431570987,,,435531488,,,,,0,435531488,,,,,0,,,,,,,0,,9248098,38471,9286569,,17889612,17239553,650059,,64418354,64418354,330,,,,486194,,74841506,25603130,,,25603130,,,,25871,35579,,,61450,25664580,49176926,515508,486118,1,,DELOITTE & TOUCHE LLP,133891517,,2,,2,,2,,2,,1,10000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,,,,,1
20230201124544NAL0022464896001,2021-07-01,2022-06-30,002,042517090,2700854,415201,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,61923712,0,0,65039767,12540,0,0,0,12540,65027227,4408333,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,70148873,0,0,74717206,0,0,0,0,0,74717206,5403899,,,,5403899,,,,,,,0,,,,0,,,,0,,8225161,8225161,,,,,,,13629060,3938171,,,3938171,,,,,,,910,910,3939081,9689979,,,1,,"GRAY, GRAY & GRAY, LLP",042088368,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,,,,,1
20230410075340NAL0001600771001,2021-07-01,2022-06-30,002,041866480,,,,,1720,,,,,,,,,,,,,,,,,3751801,,,3753521,,,,2000,2000,3751521,,,,,1720,,,,,,,,,,,,,,,,,2350416,,,2352136,,,,2000,2000,2350136,,,,,0,,,,,,,0,,,,0,,,,0,,-807788,-807788,,,,,,,-807788,593597,,,593597,,,,,,,,0,593597,-1401385,,,1,,"BOLLUS LYNCH, LLP",043037870,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,0,0,1
20230410075356NAL0001600915001,2021-07-01,2022-06-30,004,463044208,,,,,105,,,,,,,,,,,,,,,,,437026,,,437131,,,,100,100,437031,,,,,105,,,,,,,,,,,,,,,,,283109,,,283214,,,,100,100,283114,,,,,0,,,,,,,0,,,,0,,,,0,,-100604,-100604,,,,,,,-100604,53313,,,53313,,,,,,,,0,53313,-153917,,,1,,"BOLLUS LYNCH, LLP",043037870,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,0,0,1
20230406151134NAL0001885074001,2021-07-01,2022-06-30,001,041866480,,,,,2103847,18026231,,14872627,928819,46582481,,,,,,,,,7753603,,,1853131,,,92120739,,,,,,92120739,,,,,2174815,19196934,,11271632,,42330336,,,,,,,,,2822129,,,1399542,,,79195388,,,,,,79195388,1500000,,,,1500000,191,361256,455890,,,309202,1126539,,909077,,909077,,,,,,-13243552,-13243552,,,,,3860303,,-5847633,5483795,,,5483795,,,,,,1593923,,1593923,7077718,-12925351,,,1,,"BOLLUS LYNCH, LLP",043037870,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,2,,2,2,2,,,,1,,,,,,,,,457606,1,,
20230117143434NAL0000811826001,2021-05-01,2022-04-30,002,822323992,16122,926344,215260,,3298835,,,,,,,,,87605,,,,,65859438,,59269,,,,70462873,,,,,0,70462873,57983,465345,196209,,4027608,,,,,,,,,160175,,,,,66827616,,73762,,,,71808698,,,,,0,71808698,1065345,3766398,8971294,,13803037,,,,,6183,,6183,,,3166502,3166502,,,,0,,,0,,,,,-7333536,,9642186,8197414,,,8197414,,,,98947,,,,98947,8296361,1345825,,,1,,RSM US LLP,420714325,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,1,0,0
20230228133241NAL0000829361001,2021-07-01,2022-06-30,001,042517090,0,0,0,0,1726449,0,0,0,0,0,0,0,0,241300,2154967,0,0,0,68946272,0,0,0,0,0,73068988,0,0,0,0,0,73068988,0,0,0,0,2092228,0,0,0,0,0,0,0,0,219640,1991717,0,0,0,51613344,0,0,0,0,0,55916929,0,0,0,0,0,55916929,0,2674181,427597,0,3101778,1899,0,0,0,11118,0,13017,0,0,5467965,5467965,0,0,0,0,0,0,0,-126685,0,0,0,-16419451,0,-7963376,9049011,0,0,9049011,162076,0,0,0,0,5102,-27506,-22404,9188683,-17152059,0,0,3,,"GRAY GRAY & GRAY, LLP",042088368,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,,,,1,0,0
20230117084856NAL0000283457001,2021-04-01,2022-03-31,002,042482120,,,4168,,,,,,,,,,,49586,,,,,7152979,6226,,,,,7212959,,,,,,7212959,,,5065,,,,,,,,,,,131752,,,,,7259033,6876,,,,,7402726,,,,,,7402726,,252668,50000,,302668,,,,,2765,66,2831,,,,,,,,,,,,,,,,510815,,816314,626034,,,626034,,,,,513,,,513,626547,189767,,,1,,SULLIVAN BILLE P.C.,043296201,,1,29373,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,,,,1,,
20230718141901NAL0001851442001,2021-01-01,2021-12-31,001,521405842,0,329408,0,0,4917550,0,0,0,0,0,0,0,0,1152694,0,0,0,0,135579666,0,0,0,0,0,141979318,0,0,0,0,0,141979318,0,268982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268982,0,0,0,268982,268982,0,4021398,8163331,2349898,0,14534627,454,0,0,0,62121,0,62575,0,0,11619100,11619100,0,0,0,0,0,0,0,0,0,0,0,8116123,0,34332425,29157699,0,0,29157699,3660,5996,0,0,0,27897,-53262,-25365,29141990,5190435,0,147169753,1,,MAYER HOFFMAN MCCANN P.C.,431947695,,1,4631163,2,,2,,2,,1,500000,2,,2,,2,,2,2,1,2,,2,2,2,,,,,,,,,,,,,,1,0,0
20230713145502NAL0024314097001,2021-10-01,2022-09-30,002,042880295,90205,0,,0,275062,,,,,,,,,,,,,,,,,145417500,,,145782767,0,190,,3375000,3375190,142407577,3043878,0,,17711,200522,,,,,,,,,,,,,,,,,164865510,,,168127621,0,1490,,10525000,10526490,157601131,6400000,,,,6400000,34,,,,,,34,,0,,0,,,,0,,19448009,19448009,,,,,,3335,25851378,10654489,,,10654489,,,,,,,3335,3335,10657824,15193554,,,1,,CLIFTON LARSON ALLEN LLP,410746749,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,0,0,1
20230914153842NAL0050063666001,2021-12-01,2022-11-30,002,813645861,,2209117,,50,2557853,,,,,,,,,,,,,,,,,193751481,,,198518501,,,,35624524,35624524,162893977,,2426087,,8231,2902516,,,,,,,,,,,,,,,,,205233850,,,210570684,,,,32862290,32862290,177708394,6023204,,,216971,6240175,32447,,,,,,32447,,,,0,,,,0,,13713424,13713424,,,,,,308993,20295039,4185497,,,4185497,,,1283624,,,,,0,5469121,14825918,,11501,1,,CROWE LLP,350921680,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,,,1
20230830082251NAL0003735411001,2021-01-01,2021-12-31,003,042399903,,,,,920750,,,,,,,,,167678,,,,,25941945,,,,,,27030373,,,,,,27030373,,,,,311099,,,,,,,,,118931,,,,,30104557,,,,,,30534587,,,,,,30534587,357421,1382616,15896,,1755933,,,,,6914,,6914,,,2224379,2224379,,,,,,1928482,1928482,,,,,476433,,6392141,2876458,,,2876458,,,,,,,11469,11469,2887927,3504214,,,3,,"JESSON, OSLIN & ASSOCIATES, LLP",043442418,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,2,2,,,,2,,,,,,,,,,1,,
20240905162756NAL0021802257001,2021-10-01,2022-09-30,005,042631963,,,,,,,,,,891807419,,,,,,,,,,,,,,,891807419,,,,,0,891807419,,104624,,,674468,,,,,655365398,,,,,,,,,,,,,,,656144490,,,,342101601,342101601,314042889,10984001,,,,10984001,17172,,,,,,17172,,27569357,,27569357,,,,0,,-119083341,-119083341,,,,,,20609,-80492202,407223748,,,407223748,,,,,,37261,,37261,407261009,-487753211,-90011319,,1,,CARON & BLETZER,043499945,,2,,2,,2,,1,365,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,,,,0,0,1
20240905162956NAL0021803137001,2021-10-01,2022-09-30,003,042631963,,5917851,,,,,,,21761848,765823986,,,,,,695337,,,2341162,,,,,,796540184,,,,,0,796540184,,,,,1085142,,,,11949094,461530572,,,,,,,,,,,,,,,474564808,,,,,0,474564808,,,,,0,19268,,,,,,19268,,23697543,25861,23723404,,,,0,,-206442644,-206442644,,50895,,,-2169582,147989732,-36828927,375119480,,,375119480,,,,,721,37567,,38288,375157768,-411986695,90011319,,1,,CARON & BLETZER,043499945,,2,,2,,2,,1,365,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,,,,0,0,1
20240221133511NAL0002965696001,2021-01-01,2021-12-31,003,043257145,73810,0,,,,,,,,,,,,,,,,,,,,,,,73810,,,,,0,73810,156536,4643,,,,,,,,,,,,,,,,,,,,,,,161179,,,,,0,161179,87369,,,,87369,,,,,,,0,,,,0,,,,0,,,0,,,,,,,87369,,,,0,,,,,,,,0,0,87369,,,1,,"WITHUM, SMITH & BROWN, P.C.",222027092,,2,,2,,2,,2,,1,60000,2,,2,,2,,2,2,2,2,,2,,2,,,,,,,,,,,,,,,,1
