ACK_ID,SCH_H_PLAN_YEAR_BEGIN_DATE,SCH_H_TAX_PRD,SCH_H_PN,SCH_H_EIN,NON_INT_BEAR_CASH_BOY_AMT,EMPLR_CONTRIB_BOY_AMT,PARTCP_CONTRIB_BOY_AMT,OTHER_RECEIVABLES_BOY_AMT,INT_BEAR_CASH_BOY_AMT,GOVT_SEC_BOY_AMT,CORP_DEBT_PREFERRED_BOY_AMT,CORP_DEBT_OTHER_BOY_AMT,PREF_STOCK_BOY_AMT,COMMON_STOCK_BOY_AMT,JOINT_VENTURE_BOY_AMT,REAL_ESTATE_BOY_AMT,OTHER_LOANS_BOY_AMT,PARTCP_LOANS_BOY_AMT,INT_COMMON_TR_BOY_AMT,INT_POOL_SEP_ACCT_BOY_AMT,INT_MASTER_TR_BOY_AMT,INT_103_12_INVST_BOY_AMT,INT_REG_INVST_CO_BOY_AMT,INS_CO_GEN_ACCT_BOY_AMT,OTH_INVST_BOY_AMT,EMPLR_SEC_BOY_AMT,EMPLR_PROP_BOY_AMT,BLDGS_USED_BOY_AMT,TOT_ASSETS_BOY_AMT,BNFTS_PAYABLE_BOY_AMT,OPRTNG_PAYABLE_BOY_AMT,ACQUIS_INDBT_BOY_AMT,OTHER_LIAB_BOY_AMT,TOT_LIABILITIES_BOY_AMT,NET_ASSETS_BOY_AMT,NON_INT_BEAR_CASH_EOY_AMT,EMPLR_CONTRIB_EOY_AMT,PARTCP_CONTRIB_EOY_AMT,OTHER_RECEIVABLES_EOY_AMT,INT_BEAR_CASH_EOY_AMT,GOVT_SEC_EOY_AMT,CORP_DEBT_PREFERRED_EOY_AMT,CORP_DEBT_OTHER_EOY_AMT,PREF_STOCK_EOY_AMT,COMMON_STOCK_EOY_AMT,JOINT_VENTURE_EOY_AMT,REAL_ESTATE_EOY_AMT,OTHER_LOANS_EOY_AMT,PARTCP_LOANS_EOY_AMT,INT_COMMON_TR_EOY_AMT,INT_POOL_SEP_ACCT_EOY_AMT,INT_MASTER_TR_EOY_AMT,INT_103_12_INVST_EOY_AMT,INT_REG_INVST_CO_EOY_AMT,INS_CO_GEN_ACCT_EOY_AMT,OTH_INVST_EOY_AMT,EMPLR_SEC_EOY_AMT,EMPLR_PROP_EOY_AMT,BLDGS_USED_EOY_AMT,TOT_ASSETS_EOY_AMT,BNFTS_PAYABLE_EOY_AMT,OPRTNG_PAYABLE_EOY_AMT,ACQUIS_INDBT_EOY_AMT,OTHER_LIAB_EOY_AMT,TOT_LIABILITIES_EOY_AMT,NET_ASSETS_EOY_AMT,EMPLR_CONTRIB_INCOME_AMT,PARTICIPANT_CONTRIB_AMT,OTH_CONTRIB_RCVD_AMT,NON_CASH_CONTRIB_BS_AMT,TOT_CONTRIB_AMT,INT_BEAR_CASH_AMT,INT_ON_GOVT_SEC_AMT,INT_ON_CORP_DEBT_AMT,INT_ON_OTH_LOANS_AMT,INT_ON_PARTCP_LOANS_AMT,INT_ON_OTH_INVST_AMT,TOTAL_INTEREST_AMT,DIVND_PREF_STOCK_AMT,DIVND_COMMON_STOCK_AMT,REGISTERED_INVST_AMT,TOTAL_DIVIDENDS_AMT,TOTAL_RENTS_AMT,AGGREGATE_PROCEEDS_AMT,AGGREGATE_COSTS_AMT,TOT_GAIN_LOSS_SALE_AST_AMT,UNREALZD_APPRCTN_RE_AMT,UNREALZD_APPRCTN_OTH_AMT,TOT_UNREALZD_APPRCTN_AMT,GAIN_LOSS_COM_TRUST_AMT,GAIN_LOSS_POOL_SEP_AMT,GAIN_LOSS_MASTER_TR_AMT,GAIN_LOSS_103_12_INVST_AMT,GAIN_LOSS_REG_INVST_AMT,OTHER_INCOME_AMT,TOT_INCOME_AMT,DISTRIB_DRT_PARTCP_AMT,INS_CARRIER_BNFTS_AMT,OTH_BNFT_PAYMENT_AMT,TOT_DISTRIB_BNFT_AMT,TOT_CORRECTIVE_DISTRIB_AMT,TOT_DEEMED_DISTR_PART_LNS_AMT,TOT_INT_EXPENSE_AMT,PROFESSIONAL_FEES_AMT,CONTRACT_ADMIN_FEES_AMT,INVST_MGMT_FEES_AMT,OTHER_ADMIN_FEES_AMT,TOT_ADMIN_EXPENSES_AMT,TOT_EXPENSES_AMT,NET_INCOME_AMT,TOT_TRANSFERS_TO_AMT,TOT_TRANSFERS_FROM_AMT,ACCTNT_OPINION_TYPE_CD,ACCT_PERFORMED_LTD_AUDIT_IND,ACCOUNTANT_FIRM_NAME,ACCOUNTANT_FIRM_EIN,ACCT_OPIN_NOT_ON_FILE_IND,FAIL_TRANSMIT_CONTRIB_IND,FAIL_TRANSMIT_CONTRIB_AMT,LOANS_IN_DEFAULT_IND,LOANS_IN_DEFAULT_AMT,LEASES_IN_DEFAULT_IND,LEASES_IN_DEFAULT_AMT,PARTY_IN_INT_NOT_RPTD_IND,PARTY_IN_INT_NOT_RPTD_AMT,PLAN_INS_FDLTY_BOND_IND,PLAN_INS_FDLTY_BOND_AMT,LOSS_DISCV_DUR_YEAR_IND,LOSS_DISCV_DUR_YEAR_AMT,ASSET_UNDETERM_VAL_IND,ASSET_UNDETERM_VAL_AMT,NON_CASH_CONTRIB_IND,NON_CASH_CONTRIB_AMT,AST_HELD_INVST_IND,FIVE_PRCNT_TRANS_IND,ALL_PLAN_AST_DISTRIB_IND,FAIL_PROVIDE_BENEFIT_DUE_IND,FAIL_PROVIDE_BENEFIT_DUE_AMT,PLAN_BLACKOUT_PERIOD_IND,COMPLY_BLACKOUT_NOTICE_IND,RES_TERM_PLAN_ADPT_IND,RES_TERM_PLAN_ADPT_AMT,FDCRY_TRUST_EIN,FDCRY_TRUST_NAME,COVERED_PBGC_INSURANCE_IND,TRUST_INCUR_UNREL_TAX_INC_IND,TRUST_INCUR_UNREL_TAX_INC_AMT,IN_SERVICE_DISTRIB_IND,IN_SERVICE_DISTRIB_AMT,FDCRY_TRUSTEE_CUST_NAME,FDCRY_TRUST_CUST_PHON_NUM,FDCRY_TRUST_CUST_PHON_NU_FORE
20161209130235P040038181927001,2015-01-01,2015-12-31,002,042550058,76276,,,,30757,,,,,,,,,,,,,,,,,3933175,,,4040208,,,627046,,627046,3413162,82703,,,,30763,,,,,,,,,,,,,,,,,3813973,,,3927439,,,523547,,523547,3403892,0,,,,0,6,,,,,,6,127973,,,127973,,,,0,,41442,41442,,,,,,,169421,164002,,,164002,,,14496,,,,193,193,178691,-9270,,,1,2,CROWE HORWATH LLP,350921680,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161118085601P030068874263001,2015-01-01,2015-12-31,001,042550058,122613,0,,,,,,,,,,,,100081,260832,,,,4324662,,,,,,4808188,,,,114935,114935,4693253,12373,0,,,,,,,,,,,,157207,291331,,,,4521406,,,,,,4982317,,,,2159,2159,4980158,109744,653906,11433,,775083,,,,,5267,,5267,,,270320,270320,,,,0,,,0,3131,,,,-303438,9429,759792,432546,,,432546,,,,21262,,19079,,40341,472887,286905,,,1,2,CROWE HORWATH LLP,350921680,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20170117160010P030038680401001,2015-07-01,2016-06-30,004,042259905,,0,0,0,0,,,,,,,,,,,,,,97527,,,12471324,,,12568851,0,0,0,4042683,4042683,8526168,,0,0,1,5213,,,,,,,,,,,,,,0,,,7608965,,,7614179,,,,3804879,3804879,3809300,333212,0,0,0,333212,2,0,0,0,,0,2,0,0,450,450,0,0,0,0,0,-3854872,-3854872,0,0,0,0,0,0,-3521208,1097753,0,0,1097753,0,,95407,2500,0,0,0,2500,1195660,-4716868,0,,1,2,"LOMBARDI, CLAIRMONT & KEEGAN",042511474,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161121090223P030072211463001,2015-05-01,2016-04-30,004,042793755,,0,0,0,,,,,,,,,,,,,,,,,,23801009,,,23801009,0,0,0,7535043,7535043,16265966,,0,0,0,,,,,,,,,,,,,,,,,,26000815,,,26000815,,,,6781539,6781539,19219276,1070770,0,0,0,1070770,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2913103,2913103,0,0,0,0,0,0,3983873,713298,0,0,713298,0,,317265,0,0,0,0,0,1030563,2953310,0,,1,2,"SANSIVERI KIMBALL, & COMPANY",050255779,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,1,85978,,,
20170117091815P030021118335001,2015-07-01,2016-06-30,002,042259905,,0,0,0,,,,,,,,,,232175,837330,16152006,,,5364398,,,,,,22585909,0,0,0,0,0,22585909,,0,0,0,,,,,,,,,,277891,921686,12473738,,,5229286,,,,,,18902601,,,,,0,18902601,177202,512883,177191,,867276,0,0,0,0,10191,0,10191,0,0,55091,55091,0,0,0,0,0,0,0,24070,-174490,0,0,-86866,0,695272,4352083,0,0,4352083,0,0,,0,6285,20212,0,26497,4378580,-3683308,0,,3,1,"LOMBARDI, CLAIRMONT & KEEGAN",042511474,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,2,,,,
20170117100457P030033652023001,2015-04-01,2016-03-31,003,042482120,7482,,,0,,,,,,,,,,,,,,,,,,7685495,,,7692977,,,,,0,7692977,7466,,,149,,,,,,,,,,,,,,,,,,7248489,,,7256104,,,,,0,7256104,,,,,0,3,,,,,,3,,,,0,,,,0,,205036,205036,,,,,,,205039,641892,,,641892,,,,20,,,,20,641912,-436873,,,1,2,"SULLIVAN BILLE, P.C.",043296201,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20170914151210P030150055697001,2015-12-01,2016-11-30,002,042759985,,2209117,,23,4586588,,,,,,,,,,,,,,,,,141801497,,,148597225,0,,,35345868,35345868,113251357,,4409117,,889750,2441785,,,,,,,,,,,,,,,,,167834595,,,175575247,7761,,,50161127,50168888,125406359,6807620,0,0,0,6807620,8693,0,0,0,,0,8693,0,0,0,0,0,0,0,0,0,26033098,26033098,0,0,0,0,0,0,32849411,18965782,0,0,18965782,0,,1670758,0,0,0,0,0,20636540,12212871,0,57869,1,2,CROWE HORWATH LLP,350921680,,2,0,2,0,2,0,2,0,1,5000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,
20170914155751P040137887975001,2015-12-01,2016-11-30,002,042759985,,2209117,,23,4586588,,,,,,,,,,,,,,,,,141801497,,,148597225,0,,,35345868,35345868,113251357,,4409117,,889750,2441785,,,,,,,,,,,,,,,,,167834595,,,175575247,7761,,,50161127,50168888,125406359,6807620,0,0,0,6807620,8693,0,0,0,,0,8693,0,0,0,0,0,0,0,0,0,26033098,26033098,0,0,0,0,0,0,32849411,18965782,0,0,18965782,0,,1670758,0,0,0,0,0,20636540,12212871,0,57869,1,2,CROWE HORWATH LLP,350921680,,2,0,2,0,2,0,2,0,1,5000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,
20161017083528P040017807613001,2015-01-01,2015-12-31,004,042745179,,,,,5032022,,,,,,,,,228648,,,,,22381293,,,,,,27641963,,,,,0,27641963,,,,,5683165,,,,,,,,,234468,,,,,22539117,,,,,,28456750,,,,,0,28456750,476248,1269330,332413,,2077991,150717,,,,9302,,160019,,,,0,,,,0,,,0,,-47388,,,,,2190622,1373400,,,1373400,,,,,2435,,,2435,1375835,814787,,,3,1,KING MCNAMARA AND MORIARTY LLP,042686846,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20170717124729P030046001543001,2015-10-01,2016-09-30,001,042597651,,0,0,1969,151767,,,,,,,,,10416,,,,,,,,42655596,,,42819748,70858,0,0,0,70858,42748890,,0,0,2448,152278,,,,,,,,,11892,,,,,,,,30606358,,,30772976,71337,,,,71337,30701639,0,0,0,0,0,312,0,0,0,576,0,888,0,0,0,0,0,0,0,0,0,-7011119,-7011119,0,0,0,0,0,0,-7010231,2461146,0,0,2461146,0,0,0,0,60765,0,0,60765,2521911,-9532142,0,2515109,1,2,MAYER HOFFMAN MCCANN PC,431947695,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20170203111305P030003722727001,2015-04-01,2016-03-31,002,042482120,,,,,,,,,,,,,,60296,,,,,4221201,46781,,,,,4328278,,,,,,4328278,,,,,,,,,,,,,,48103,,,,,4128178,65636,,,,,4241917,,,,,,4241917,,208145,83823,,291968,,,,,2498,586,3084,,,,,,,,,,,,,-94459,,,,,200593,285954,,,285954,,,,,,,1000,1000,286954,-86361,,,3,1,SULLIVAN BILLE PC,043296201,,1,400,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,1,1,2,,,,,,,,,,,
20170630080802P040030593889001,2015-10-01,2016-09-30,002,042318619,0,24844,,,,,,,,,,,,,,,,,,,,501416,,,526260,,,,,0,526260,1494,11098,,,,,,,,,,,,,,,,,,,,309658,,,322250,,,,,0,322250,,,,,0,,,,,,,0,,,,0,,,,0,,-191758,-191758,,,,,,,-191758,12252,,,12252,,,,,,,,0,12252,-204010,,,1,2,MAYER HOFFMAN MCCANN PC,431947695,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20170630081158P040025303735001,2015-10-01,2016-09-30,001,042318619,,,,,,,,,,,,,,121202,,2321775,,,12382413,3930264,,,,,18755654,,,,,0,18755654,,,,,,,,,,,,,,113830,,1543633,,,12110309,3425778,,,,,17193550,,,,,0,17193550,,851578,12822,,864400,,,,,5774,68755,74529,,,176870,176870,,,,0,,,0,,177400,,,1013584,,2306783,3833792,,,3833792,,24182,,,,,10913,10913,3868887,-1562104,,,3,1,MAYER HOFFMAN MCCANN PC,431947695,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20161215171309P030100001399001,2015-01-01,2015-12-31,002,042550058,76276,,,,30757,,,,,,,,,,,,,,,,,3933175,,,4040208,,,627046,,627046,3413162,82703,,,,30763,,,,,,,,,,,,,,,,,3813973,,,3927439,,,523547,,523547,3403892,0,,,,0,6,,,,,,6,127973,,,127973,,,,0,,41442,41442,,,,,,,169421,164002,,,164002,,,14496,,,,193,193,178691,-9270,,,1,2,CROWE HORWATH LLP,350921680,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20170321132915P030054949255001,2015-07-01,2016-06-30,001,042517090,0,0,0,0,1551121,0,0,0,0,0,0,0,0,291292,2315513,0,0,0,38028255,,0,0,0,0,42186181,0,0,0,0,0,42186181,0,0,0,0,1102794,0,0,0,0,0,0,0,0,234330,2180735,0,0,0,36626241,,0,0,0,0,40144100,0,0,0,0,0,40144100,214136,1514241,980318,0,2708695,209,0,0,0,13649,0,13858,0,0,2188578,2188578,0,0,0,0,0,0,0,-5773,0,0,0,-3166373,0,1738985,3776779,0,0,3776779,0,0,0,0,0,1628,2659,4287,3781066,-2042081,0,,3,1,"GRAY GRAY & GRAY, LLP",042088368,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,,,,,,,,
20170713092202P030045843521001,2015-10-01,2016-09-30,002,042880295,24902,0,0,0,692708,,,,,,,,,,,,,,,,,75187170,,,75904780,0,0,0,0,0,75904780,1367,0,0,0,517736,,,,,,,,,,,,,,,,,111832380,,,112351483,,,,658,658,112350825,2392230,0,0,0,2392230,659,0,0,0,,0,659,0,0,0,0,0,0,0,0,0,36645210,36645210,0,0,0,0,0,2857770,41895869,5449824,0,0,5449824,0,,0,0,0,0,0,0,5449824,36446045,0,,1,2,"MURPHY,EDWARDS,GONCALVES&FERRERA,PC",760754060,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20170127101823P030044224663001,2015-07-01,2016-06-30,004,463044208,,,,,104,,,,,,,,,,,,,,,,,1134662,,,1134766,,,,100,100,1134666,,,,,104,,,,,,,,,,,,,,,,,864861,,,864965,,,,100,100,864865,,,,,0,,,,,,,0,,28905,,28905,,,,0,-231703,,-231703,,,,,,,-202798,67003,,,67003,,,,,,,,0,67003,-269801,,,1,2,BOLLUS LYCH LLC,043037870,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,
20170127101838P030044224999001,2015-07-01,2016-06-30,002,041866480,,,,,2456,,,,,,,,,,,,,,,,,9611790,,,9614246,,,,2000,2000,9612246,,,,,2456,,,,,,,,,,,,,,,,,7378471,,,7380927,,,,2000,2000,7378927,,,,,0,,,,,,,0,,249881,,249881,,,,0,-1947090,,-1947090,,,,,,,-1697209,536110,,,536110,,,,,,,,0,536110,-2233319,,,1,2,"BOLLUS LYNCH, LLC",043037870,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,
20170714103422P030042094631001,2015-10-01,2016-09-30,002,042772059,2194,200000,,,477376,,,,,,,,,,,,,,,,,2134424,,,2813994,,,,47984,47984,2766010,199,,,2094,2614,,,,,,,,,,,,,,,,,5954637,,,5959544,,,5726575,,5726575,232969,385773,,,,385773,1317,,,,,,1317,,,,0,,,,0,,-2821452,-2821452,,,,,,,-2434362,38295,,,38295,,,60317,,67,,,67,98679,-2533041,,,1,2,BERRY DUNN MCNEIL & PARKER LLC,010523282,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,
20170412075412P030076977981001,2015-10-01,2016-09-30,001,042631963,,0,0,0,,,,,,,,30869,,,,68320773,,,7105275,,,,,,75456917,0,0,0,0,0,75456917,,0,0,0,,,,,,,,0,,,,0,,,0,,,,,,0,,,,,0,0,7281524,0,0,0,7281524,0,0,0,0,,0,0,0,0,27721,27721,0,0,30869,-30869,0,0,0,0,73722,0,0,214604,334594,7901296,83277013,0,9667,83286680,0,,0,0,71533,0,0,71533,83358213,-75456917,0,,3,1,CARON & BLETZER,043499945,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,2,1,1,2,,2,,1,0,,,1,,,,,,,
20170712225337P040041224295001,2015-10-01,2016-09-30,004,042631963,0,2198767,3220558,0,0,21293,,,,3656371,,,,504911,34163614,5848284,,,16653365,1954233,0,,,,68221396,0,0,0,0,0,68221396,0,1997295,3293406,0,,,,,,,,,,495087,51250890,7755510,,,19691140,7661375,7915312,,,,100060015,,,,,0,100060015,2899123,4375056,21920359,0,29194538,0,0,0,0,16551,43447,59998,0,0,272344,272344,0,0,0,0,0,0,0,3870575,960218,0,0,1434409,809502,36601584,4671259,0,0,4671259,0,0,0,0,5838,85868,0,91706,4762965,31838619,0,,3,1,"CARON & BLETZER, PLLC",143499945,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20170714132820P040042848967001,2015-10-01,2016-09-30,003,042631963,,3906000,0,3766,,,,,,77698712,,,,,,14435688,,,19422790,,,85626660,,,201093616,839693,0,0,0,839693,200253923,,5303902,0,36085,,,,,,92423981,,,,,,10986772,,,14945818,,,99807823,,,223504381,1328399,,,,1328399,222175982,5303902,0,0,0,5303902,0,0,0,0,,0,0,0,36085,365255,401340,0,0,0,0,0,32333263,32333263,0,1338601,0,0,0,0,39377106,17372624,0,0,17372624,0,,0,0,46423,0,36000,82423,17455047,21922059,0,,1,2,"CARON & BLETZER, PLLC",043499945,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20170118145219P030034850327001,2015-07-01,2016-06-30,002,042517090,0,2329,0,0,1310602,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,28318054,0,0,29630985,0,0,0,0,0,29630985,0,6669,0,0,684117,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,28905566,0,0,29596352,0,0,0,0,0,29596352,2492067,,,,2492067,,,,,,,0,,,,0,,,,0,,587512,587512,,,,,,,3079579,3113168,,,3113168,,,,,1044,,,1044,3114212,-34633,,,1,2,"GRAY, GRAY & GRAY, LLP",042088368,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,,,,,,,,
20170713085659P040037564397001,2015-10-01,2016-09-30,001,042880295,0,,0,,264,,,,,,,,,87365,,10806717,,,,1406178,,,,,12300524,,,,,0,12300524,0,,0,,1,,,,,,,,,85762,,11861023,,,,1414666,,,,,13361452,,,,,0,13361452,,1233810,123968,,1357778,16178,,,3680,,,19858,,,,0,,,,0,,,0,,1247907,,,,,2625543,1564382,,,1564382,233,,,,,,,0,1564615,1060928,,,3,1,MURPHY EDWARDS GONCALVES & FERRERA,760754060,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20170413143611P040090231687001,2015-07-01,2016-06-30,003,042278461,,0,0,0,361522,,,,,,,,,,,,,,,,,19071600,,,19433122,0,0,0,15594583,15594583,3838539,,0,0,5710787,361811,,,,,,,,,,,,,,,,,0,,,6072598,,,,0,0,6072598,159055,0,0,0,159055,289,0,0,0,,0,289,0,0,0,0,0,0,0,0,0,1844479,1844479,0,0,0,0,0,824664,2828487,159055,0,0,159055,0,,435373,0,0,0,0,0,594428,2234059,0,,1,2,MARCUM,111986323,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,,,,,,,,
20170413143933P040090234247001,2015-07-01,2016-06-30,001,041866480,,1023000,,173396,1076823,9952936,,10960395,,18667241,,,,,,,,,31872997,,,2890755,,,76617543,,,,,,76617543,,1380000,,141152,830977,12025743,,8210950,,21393482,,,,,,,,,30080017,,,2295260,,,76357581,,,,,,76357581,3690000,,,,3690000,427,192067,324148,,,33543,550185,,1250121,,1250121,,,,,,302271,302271,,,,,-347487,,5445090,4668277,,,4668277,,,,,,1036775,,1036775,5705052,-259962,,,3,1,"BOLLUS LYNCH, LLP",043037870,,2,,2,,2,,2,,2,,2,,2,,2,,1,1,2,2,,2,2,2,,,,,,,,,,,
20170417120915P030100891793001,2015-07-01,2016-06-30,506,041366970,,,21249,0,,,,,,,,,,,,,4447007,,,,,,,,4468256,208252,,,0,208252,4260004,,,50818,250479,,,,,,,,,,,,,3496702,,,,,,,,3797999,0,,,37707,37707,3760292,1948252,607230,,,2555482,,,,,,,0,,,,0,,,,0,,,0,,,193781,,,,2749263,1137224,2104889,,3242113,,,,,,6862,,6862,3248975,-499712,,,3,1,DELOITTE & TOUCHE LLP,133891517,,2,,2,,2,,2,,1,10000000,2,,2,,2,,2,2,2,2,,,,2,,,,,,,,,,,
20170413124709P040098638241001,2015-07-01,2016-06-30,001,042278461,,3150000,0,0,,,,,,,,,,,,35439611,,,,,,,,,38589611,0,0,0,0,0,38589611,,0,0,0,,,,,,,,,,,,38379730,,,,,,,,,38379730,,,,,0,38379730,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718151,0,0,0,0,718151,696048,0,0,696048,0,,,0,15775,18287,197922,231984,928032,-209881,0,,1,1,MARCUM GROUP,111986323,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,1,2,2,,,,2,,,,1,,,,,,,
20170413154000P040098855681001,2015-07-01,2016-06-30,001,042278461,,3150000,0,0,,,,,,,,,,,,35439611,,,,,,,,,38589611,0,0,0,0,0,38589611,,0,0,0,,,,,,,,,,,,38379730,,,,,,,,,38379730,,,,,0,38379730,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,718151,0,0,0,0,718151,696048,0,0,696048,0,,,0,15775,18287,197922,231984,928032,-209881,0,,3,1,MARCUM GROUP,111986323,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,1,2,2,,2,,2,,,,1,,,,,,,
20170417121057P030088496615001,2015-07-01,2016-06-30,504,041366970,,,362814,,,,,,,,,,,,,,129103414,,,,,,,,129466228,261581,9557294,,12235,9831110,119635118,,,465004,,,,,,,,,,,,,,128904973,,,,,,,,129369977,128912,6712294,,299107,7140313,122229664,1301514,17960656,13167830,,32430000,,,,,,,0,,,,0,,,,0,,,0,,,2745000,,,,35175000,31092308,,,31092308,,,,18000,1441952,11098,17096,1488146,32580454,2594546,,,3,1,DELOITTE & TOUCHE LLP,133891517,,2,,2,,2,,2,,1,10000000,2,,2,,2,,2,2,2,2,,,,2,,,,,,,,,,,
20170417121911P040094103015001,2015-07-01,2016-06-30,599,041366970,,,,0,28363160,,,,,,,,,,106931034,,,,,,,,,,135294194,,,,,0,135294194,,,,13524,31132321,,,,,,,,,,103088868,,,,,,,,,,134234713,,,,,0,134234713,,,,,0,71493,,,,,,71493,,,,0,,,,0,,,0,2957835,,,,,,3029328,,,,0,,,,,,,,0,0,3029328,21931831,26020640,,,,,1,,,2,,2,,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,
20170418185330P040096111159001,2015-07-01,2016-06-30,002,042224182,1280,582500,,,,,,,,,,,,,,,,,,,,,,,583780,,,,,,583780,0,7334,,,,,,,,,,,,,,,,,,,,,,,7334,,,,,,7334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334155,,,334155,,,,,,,242291,242291,576446,-576446,,,1,2,"BDO USA, LLP",135381590,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,1,0,,,,,,,,,,
20170411125421P040096057217001,2015-07-01,2016-06-30,008,041366970,,1148000,,,,,,,,,,,,,,,53044372,,,,,,,,54192372,,4221,,,4221,54188151,,1747000,,,,,,,,,,,,,,,52240419,,,,,,,,53987419,,1933,,,1933,53985486,1747000,,,,1747000,,,,,,,0,,,,0,,,,0,,,0,,,1180532,,,,2927532,2987556,,,2987556,,,,72121,,15914,54606,142641,3130197,-202665,,,3,1,DELOITTE & TOUCHE LLP,133891517,,2,,2,,2,,2,,1,10000000,2,,2,,2,,2,2,2,2,,2,,2,,,,1,,,,,,,
20170411125426P040096057329001,2015-07-01,2016-06-30,008,041366970,,1148000,,,,,,,,,,,,,,,53044372,,,,,,,,54192372,,4221,,,4221,54188151,,1747000,,,,,,,,,,,,,,,52240419,,,,,,,,53987419,,1933,,,1933,53985486,1747000,,,,1747000,,,,,,,0,,,,0,,,,0,,,0,,,1180532,,,,2927532,2987556,,,2987556,,,,72121,,15914,54606,142641,3130197,-202665,,,3,1,DELOITTE & TOUCHE LLP,133891517,,2,,2,,2,,2,,1,10000000,2,,2,,2,,2,2,2,2,,2,,2,,,,1,,,,,,,
20171025090032P030217301671001,2015-01-01,2015-12-31,001,041309690,,,,,,,,,,,,,,,34098351,,,,1976919,,,,,,36075270,,52683,,,52683,36022587,,,,,,,,,,,,,,,30435017,,,,3231680,,,,,,33666697,,21949,,,21949,33644748,500000,,,,500000,,,,,,,,,,162668,162668,,,,,,,,-353405,,,,-417738,,-108475,2177941,0,,2177941,,,,,91423,,,91423,2269364,-2377839,,,3,1,"WOLF & COMPANY, P.C.",042689883,,2,,2,,2,,2,,1,10000000,2,,2,,2,,1,1,2,2,,2,2,2,,,,,,,,,,,
20171109090729P030266538193001,2015-01-01,2015-01-02,002,043402944,,,,,,,,,,,,,,958827,33227059,,,,,,,,,,34185886,,,,,0,34185886,,,,,,,,,,,,,,0,0,,,,,,,,,,0,,,,,0,0,,,,,0,,,,,,,0,,,,0,,,,0,,,0,1,,,,,,1,,,,0,,,,,,,,0,0,1,,34185887,3,1,BATCHELOR FRECHETTE MCCRORY MICHAEL,050487888,,2,,2,,2,,2,,1,500000,2,,2,,2,,2,2,1,2,,1,1,2,,,,,,,,,,,
