ACK_ID,SCH_H_PLAN_YEAR_BEGIN_DATE,SCH_H_TAX_PRD,SCH_H_PN,SCH_H_EIN,NON_INT_BEAR_CASH_BOY_AMT,EMPLR_CONTRIB_BOY_AMT,PARTCP_CONTRIB_BOY_AMT,OTHER_RECEIVABLES_BOY_AMT,INT_BEAR_CASH_BOY_AMT,GOVT_SEC_BOY_AMT,CORP_DEBT_PREFERRED_BOY_AMT,CORP_DEBT_OTHER_BOY_AMT,PREF_STOCK_BOY_AMT,COMMON_STOCK_BOY_AMT,JOINT_VENTURE_BOY_AMT,REAL_ESTATE_BOY_AMT,OTHER_LOANS_BOY_AMT,PARTCP_LOANS_BOY_AMT,INT_COMMON_TR_BOY_AMT,INT_POOL_SEP_ACCT_BOY_AMT,INT_MASTER_TR_BOY_AMT,INT_103_12_INVST_BOY_AMT,INT_REG_INVST_CO_BOY_AMT,INS_CO_GEN_ACCT_BOY_AMT,OTH_INVST_BOY_AMT,EMPLR_SEC_BOY_AMT,EMPLR_PROP_BOY_AMT,BLDGS_USED_BOY_AMT,TOT_ASSETS_BOY_AMT,BNFTS_PAYABLE_BOY_AMT,OPRTNG_PAYABLE_BOY_AMT,ACQUIS_INDBT_BOY_AMT,OTHER_LIAB_BOY_AMT,TOT_LIABILITIES_BOY_AMT,NET_ASSETS_BOY_AMT,NON_INT_BEAR_CASH_EOY_AMT,EMPLR_CONTRIB_EOY_AMT,PARTCP_CONTRIB_EOY_AMT,OTHER_RECEIVABLES_EOY_AMT,INT_BEAR_CASH_EOY_AMT,GOVT_SEC_EOY_AMT,CORP_DEBT_PREFERRED_EOY_AMT,CORP_DEBT_OTHER_EOY_AMT,PREF_STOCK_EOY_AMT,COMMON_STOCK_EOY_AMT,JOINT_VENTURE_EOY_AMT,REAL_ESTATE_EOY_AMT,OTHER_LOANS_EOY_AMT,PARTCP_LOANS_EOY_AMT,INT_COMMON_TR_EOY_AMT,INT_POOL_SEP_ACCT_EOY_AMT,INT_MASTER_TR_EOY_AMT,INT_103_12_INVST_EOY_AMT,INT_REG_INVST_CO_EOY_AMT,INS_CO_GEN_ACCT_EOY_AMT,OTH_INVST_EOY_AMT,EMPLR_SEC_EOY_AMT,EMPLR_PROP_EOY_AMT,BLDGS_USED_EOY_AMT,TOT_ASSETS_EOY_AMT,BNFTS_PAYABLE_EOY_AMT,OPRTNG_PAYABLE_EOY_AMT,ACQUIS_INDBT_EOY_AMT,OTHER_LIAB_EOY_AMT,TOT_LIABILITIES_EOY_AMT,NET_ASSETS_EOY_AMT,EMPLR_CONTRIB_INCOME_AMT,PARTICIPANT_CONTRIB_AMT,OTH_CONTRIB_RCVD_AMT,NON_CASH_CONTRIB_BS_AMT,TOT_CONTRIB_AMT,INT_BEAR_CASH_AMT,INT_ON_GOVT_SEC_AMT,INT_ON_CORP_DEBT_AMT,INT_ON_OTH_LOANS_AMT,INT_ON_PARTCP_LOANS_AMT,INT_ON_OTH_INVST_AMT,TOTAL_INTEREST_AMT,DIVND_PREF_STOCK_AMT,DIVND_COMMON_STOCK_AMT,REGISTERED_INVST_AMT,TOTAL_DIVIDENDS_AMT,TOTAL_RENTS_AMT,AGGREGATE_PROCEEDS_AMT,AGGREGATE_COSTS_AMT,TOT_GAIN_LOSS_SALE_AST_AMT,UNREALZD_APPRCTN_RE_AMT,UNREALZD_APPRCTN_OTH_AMT,TOT_UNREALZD_APPRCTN_AMT,GAIN_LOSS_COM_TRUST_AMT,GAIN_LOSS_POOL_SEP_AMT,GAIN_LOSS_MASTER_TR_AMT,GAIN_LOSS_103_12_INVST_AMT,GAIN_LOSS_REG_INVST_AMT,OTHER_INCOME_AMT,TOT_INCOME_AMT,DISTRIB_DRT_PARTCP_AMT,INS_CARRIER_BNFTS_AMT,OTH_BNFT_PAYMENT_AMT,TOT_DISTRIB_BNFT_AMT,TOT_CORRECTIVE_DISTRIB_AMT,TOT_DEEMED_DISTR_PART_LNS_AMT,TOT_INT_EXPENSE_AMT,PROFESSIONAL_FEES_AMT,CONTRACT_ADMIN_FEES_AMT,INVST_MGMT_FEES_AMT,OTHER_ADMIN_FEES_AMT,TOT_ADMIN_EXPENSES_AMT,TOT_EXPENSES_AMT,NET_INCOME_AMT,TOT_TRANSFERS_TO_AMT,TOT_TRANSFERS_FROM_AMT,ACCTNT_OPINION_TYPE_CD,ACCT_PERFORMED_LTD_AUDIT_IND,ACCOUNTANT_FIRM_NAME,ACCOUNTANT_FIRM_EIN,ACCT_OPIN_NOT_ON_FILE_IND,FAIL_TRANSMIT_CONTRIB_IND,FAIL_TRANSMIT_CONTRIB_AMT,LOANS_IN_DEFAULT_IND,LOANS_IN_DEFAULT_AMT,LEASES_IN_DEFAULT_IND,LEASES_IN_DEFAULT_AMT,PARTY_IN_INT_NOT_RPTD_IND,PARTY_IN_INT_NOT_RPTD_AMT,PLAN_INS_FDLTY_BOND_IND,PLAN_INS_FDLTY_BOND_AMT,LOSS_DISCV_DUR_YEAR_IND,LOSS_DISCV_DUR_YEAR_AMT,ASSET_UNDETERM_VAL_IND,ASSET_UNDETERM_VAL_AMT,NON_CASH_CONTRIB_IND,NON_CASH_CONTRIB_AMT,AST_HELD_INVST_IND,FIVE_PRCNT_TRANS_IND,ALL_PLAN_AST_DISTRIB_IND,FAIL_PROVIDE_BENEFIT_DUE_IND,FAIL_PROVIDE_BENEFIT_DUE_AMT,PLAN_BLACKOUT_PERIOD_IND,COMPLY_BLACKOUT_NOTICE_IND,RES_TERM_PLAN_ADPT_IND,RES_TERM_PLAN_ADPT_AMT,FDCRY_TRUST_EIN,FDCRY_TRUST_NAME,COVERED_PBGC_INSURANCE_IND
20150918152354P040006445047001,2014-01-01,2014-12-31,001,042925204,0,322238,0,0,0,0,0,0,0,0,0,0,0,15040,281044,0,0,0,8589392,,0,0,0,0,9207714,0,0,0,0,0,9207714,0,0,8961,0,0,0,0,0,0,0,0,0,0,5816,234769,0,0,0,9765979,,0,0,0,0,10015525,0,0,0,0,0,10015525,0,740679,17432,0,758111,0,0,0,0,680,0,680,0,0,533458,533458,0,0,0,0,0,0,0,-805,0,0,0,80979,0,1372423,560019,0,0,560019,0,0,0,0,0,0,4593,4593,564612,807811,0,,3,1,MCGLADREY LLP,420714320,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20150916103018P040004765697001,2014-03-01,2015-02-28,002,042324804,,0,0,0,270510,,,,,,,,,,,,,,,,,12185554,,,12456064,0,0,0,0,0,12456064,,0,0,0,143224,,,,,,,,,,,,,,,,,12474453,,,12617677,,,,,0,12617677,320503,0,0,0,320503,698,0,0,0,,0,698,0,71514,0,71514,0,0,0,0,0,288899,288899,0,0,0,0,0,22,681636,497038,0,0,497038,0,,0,0,0,0,0,0,497038,184598,0,22985,1,2,"SULLIVAN AND FOLAN, LLC",043252952,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20160713125553P040023096253001,2014-10-01,2015-09-30,002,042880295,13637,0,0,0,691672,,,,,,,,,,,,,,,,,48480930,,,49186239,3637,0,0,0,3637,49182602,24902,0,0,0,692708,,,,,,,,,,,,,,,,,75187170,,,75904780,0,,,,0,75904780,1682600,0,0,0,1682600,1036,0,0,0,,0,1036,0,1517400,0,1517400,0,0,0,0,0,26706240,26706240,0,0,0,0,0,0,29907276,3185098,0,0,3185098,0,,0,0,0,0,0,0,3185098,26722178,0,,1,2,"MURPHY,EDWARDS,GONCALVES&FERRERA,PC",760754060,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20160713132029P040032647441001,2014-10-01,2015-09-30,001,042880295,0,,0,,260,,,,,,,,,95688,,10932912,,,,908147,,,,,11937007,,,,,0,11937007,0,,0,,264,,,,,,,,,87365,,10806717,,,,1406178,,,,,12300524,,,,,0,12300524,,1099137,350957,,1450094,12080,,,3494,,,15574,,,,0,,,,0,,,0,,-160475,,,,,1305193,918016,,,918016,20211,3449,,,,,,0,941676,363517,,,3,1,MURPHY EDWARDS GONCALVES & FERRERA,760754060,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20151005142307P040028369495001,2014-01-01,2014-12-19,003,041858810,,,,,200044,,,,,4160428,,,,,,,,,,,,,,,4360472,,,,,0,4360472,,,,,0,,,,,0,,,,,,,,,,,,,,,0,,,,,0,0,,,217,,217,106,,,,,,106,,64750,,64750,,2982555,2806442,176113,,-960111,-960111,,,,,,,-718925,3640179,,,3640179,,,,,,668,700,1368,3641547,-4360472,,,1,2,SHATSWELL MCLEOD & COMPANY,043238170,,2,,2,,2,,2,,1,10000000,2,,2,,2,,2,2,1,2,,2,,1,0,,,
20160620085055P030001115677001,2014-10-01,2015-09-30,004,042631963,0,0,0,0,45945,20500,,,,3512687,,,,447611,35721843,4899207,,,16521190,2470091,,,,,63639074,0,0,0,0,0,63639074,0,2198767,3220558,0,0,21293,,,,3656371,,,,504911,34163614,5848284,,,16653365,1954233,,,,,68221396,,,,,0,68221396,2621950,3996725,158630,0,6777305,0,1343,0,0,16973,33345,51661,0,67014,319274,386288,0,0,0,0,0,-165701,-165701,-461151,-25551,0,0,-714947,0,5847904,1244563,0,0,1244563,0,0,0,0,21019,0,0,21019,1265582,4582322,0,,3,1,"CARON & BLETZER, PLLC",043499945,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20160620085230P030002028641001,2014-10-01,2015-09-30,001,042631963,,0,0,0,,,,,,,,40509,,,,59699752,,,13496631,,,,,,73236892,0,0,0,0,0,73236892,,0,0,0,,,,,,,,30869,,,,68320773,,,7105275,,,,,,75456917,,,,,0,75456917,3000000,0,0,0,3000000,0,0,0,0,,0,0,0,0,983808,983808,0,0,0,0,-9640,0,-9640,0,672097,0,0,-1815571,0,2830694,558439,0,0,558439,0,,0,0,52230,0,0,52230,610669,2220025,0,,3,1,"CARON & BLETZER, PLLC",043499945,,2,0,2,0,2,0,2,0,1,500000,2,,2,,2,,1,1,2,2,,2,,2,,,,1
20150925095820P030016164961001,2014-01-01,2014-12-31,002,042547913,,,,,,,,,,,,,,,,,,,,,,11991034,,,11991034,,,3011222,,3011222,8979812,,,,,,,,,,,,,,,,,,,,,,16811550,,,16811550,,,2871675,,2871675,13939875,556680,,,,556680,,,,,,,0,,,,0,,,,0,,4820516,4820516,,,,,,,5377196,271408,,,271408,,,145725,,,,,0,417133,4960063,,,1,2,"SIEGRIST, CREE, ALESSANDRI & STRAUS",042745810,,2,,2,,2,,2,,1,1500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20150925124839P040014684653001,2014-01-01,2014-12-31,001,042224182,0,0,0,0,93478,0,0,0,0,0,0,0,0,227346,3127647,0,0,0,12962201,,150434,0,0,0,16561106,0,0,0,0,0,16561106,0,0,0,0,744178,0,0,0,0,0,0,0,0,225839,3196339,0,0,0,15289265,,66683,0,0,0,19522304,0,0,0,0,0,19522304,0,780530,2479416,0,3259946,36,0,0,0,8734,157821,166591,0,0,925307,925307,0,0,0,0,0,0,0,30250,0,0,0,-67744,0,4314350,1336435,3277,0,1339712,11244,0,0,0,0,306,1890,2196,1353152,2961198,0,,3,1,"FEELEY & DRISCOLL, P.C.",042684828,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20150925130733P030015650183001,2014-01-01,2014-12-31,001,042224182,0,0,0,0,93478,0,0,0,0,0,0,0,0,227346,3127647,0,0,0,12962201,,150434,0,0,0,16561106,0,0,0,0,0,16561106,0,0,0,0,744178,0,0,0,0,0,0,0,0,225839,3196339,0,0,0,15289265,,66683,0,0,0,19522304,0,0,0,0,0,19522304,0,780530,2479416,0,3259946,36,0,0,0,8734,157821,166591,0,0,925307,925307,0,0,0,0,0,0,0,30250,0,0,0,-67744,0,4314350,1336435,3277,0,1339712,11244,0,0,0,0,306,1890,2196,1353152,2961198,0,,3,1,"FEELEY & DRISCOLL, P.C.",042684828,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20151013080628P040040633159001,2014-01-01,2014-12-31,001,041309690,,,,76,,,,,,,,,,,31972333,,,,1716716,,,,,,33689125,,48396,,,48396,33640729,,,,2,,,,,,,,,,,34098349,,,,1976919,,,,,,36075270,,52683,,,52683,36022587,761250,,,,761250,,,,,,,,,,78255,78255,,,,,,,,3700373,,,,110021,,4649899,2061527,0,,2061527,,,,,206514,,,206514,2268041,2381858,,,3,1,"WOLF & COMPANY, P.C.",042689883,,2,,2,,2,,2,,1,10000000,2,,2,,2,,1,1,2,2,,2,2,2,,,,
20150904151226P030049736769001,2014-01-01,2014-12-31,001,043175021,0,0,0,0,528781,0,0,0,0,0,0,0,0,205204,0,0,0,0,5659860,,0,0,0,0,6393845,0,0,0,0,0,6393845,0,0,0,0,499079,0,0,0,0,0,0,0,0,342401,0,0,0,0,6004700,,0,0,0,0,6846180,0,0,0,0,0,6846180,7261,327733,0,0,334994,52,0,0,0,10637,0,10689,0,0,495346,495346,0,0,0,0,0,0,0,0,0,0,0,-149351,0,691678,236855,0,0,236855,0,0,0,0,0,0,2488,2488,239343,452335,0,,3,1,"SULLIVAN AND FOLAN, LLC",043252952,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20160715104444P040025396333001,2014-10-01,2015-09-30,003,042631963,,0,0,11511,5931,,,,,61664664,,,,,,9639805,,,27606487,,,69997500,,,168925898,73503,0,0,0,73503,168852395,,3906000,0,3766,0,,,,,77698712,,,,,,14435688,,,19422790,,,85626660,,,201093616,839693,,,,839693,200253923,3906000,0,0,0,3906000,0,0,0,0,,0,0,0,36085,508065,544150,0,0,0,0,0,28557118,28557118,0,0,0,0,393405,3765,33404438,1939836,0,0,1939836,0,,0,0,25992,0,37082,63074,2002910,31401528,0,,1,2,"CARON & BLETZER, PLLC",043499945,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,
20160610083912P040101832887001,2014-11-01,2015-10-31,001,041466100,,,,,,,,,,,,,,,9556584,,,,,,,,,,9556584,,,,,0,9556584,,470000,,,,,,,,,,,,,9092586,,,,,,,,,,9562586,,,,,0,9562586,470000,,,,470000,,,,,,,0,,,,0,,,,0,,,0,-64617,,,,,,405383,399381,,,399381,,,,,,,,0,399381,6002,,,1,2,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,1
20160715103507P040034619319001,2014-10-01,2015-09-30,003,042631963,,0,0,11511,5931,,,,,61664664,,,,,,9639805,,,27606487,,,69997500,,,168925898,73503,0,0,0,73503,168852395,,3906000,0,3766,0,,,,,77698712,,,,,,14435688,,,19422790,,,85626660,,,201093616,839693,,,,839693,200253923,3906000,0,0,0,3906000,0,0,0,0,,0,0,0,36085,508065,544150,0,0,0,0,0,28557118,28557118,0,0,0,0,393405,3765,33404438,1939836,0,0,1939836,0,,0,0,25992,0,37082,63074,2002910,31401528,0,,1,2,"CARON & BLETZER, PLLC",043499945,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,
20160523174039P030089057969001,2014-11-01,2015-10-31,001,041802790,,,,,,,,,,,,,,,41020789,,,,,,,,,,41020789,,,,,0,41020789,,2000000,,,,,,,,,,,,,42567012,,,,,,,,,,44567012,,,,,0,44567012,5000000,,,,5000000,,,,,,,0,,,,0,,,,0,,,0,-317957,,,,,,4682043,1135820,,,1135820,,,,,,,,0,1135820,3546223,,,1,2,JOHNSON OCONNOR FERON & CARUCCI LLP,203985546,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,1
20150915093039P040002825261001,2014-01-01,2014-12-31,003,041174490,0,,,,34416,,,,,,,,,,,,,,,,,9726201,,,9760617,,,4401959,,4401959,5358658,,,,,86276,,,,,,,,,,,,,,,,,9198610,,,9284886,,,4173414,,4173414,5111472,491694,,,,491694,62,,,,,,62,,154580,,154580,,,,0,,-363870,-363870,,,,,,,282466,166490,,,166490,,,363162,,,,,0,529652,-247186,,,3,1,BERRY DUNN MCNEIL & PARKER LLC,010523282,,2,,2,,2,,2,,1,5000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20151201085237P040097586087001,2014-05-01,2015-04-30,004,042793755,,0,0,0,,,,,,,,,,,,,,,,,,23404412,,,23404412,0,0,0,8288547,8288547,15115865,,0,0,0,,,,,,,,,,,,,,,,,,23801009,,,23801009,,,,7535043,7535043,16265966,1103084,0,0,0,1103084,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1137823,1137823,0,0,0,0,0,0,2240907,741226,0,0,741226,0,,349580,0,0,0,0,0,1090806,1150101,0,,1,2,"SANSIVERI, KIMBALL & CO., LLP",050255779,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20151201100441P030082662253001,2014-05-01,2015-04-30,002,042793755,534,419710,175885,,1694069,,,,,11684,,,,0,,,,,27240142,,,,,,29542024,,,,3190,3190,29538834,11,46988,151662,,1465690,,,,,12322,,,,,,,,,30510255,,1111,,,,32188039,,,,,0,32188039,586988,2187212,38661,,2812861,150,,,,,,150,,199,1810309,1810508,,10038,9451,587,,-1378,-1378,,,,,1012247,34,5635009,2938105,,,2938105,,,,47699,,,,47699,2985804,2649205,,,3,1,"SANSIVERI, KIMBALL & CO. LLP",050255779,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20151014155133P030048926001001,2014-01-01,2014-12-31,002,201998367,0,0,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,3000,997000,,,,,,,,,,,,,,,,,,,,,,,1000000,,,,,0,1000000,1000000,,,,1000000,,,,,,,0,,,,0,,,,0,,,0,,,,,,,1000000,,,,0,,,,,,,,0,0,1000000,,,1,2,MARCUM LLP,111986323,,2,,2,,2,,2,,1,1000000,2,,2,,2,,2,2,2,2,,2,,2,,,,
20150930081508P040021497975001,2014-01-01,2014-12-31,002,042741165,,,,,861525,,,,,,,,,145294,,,,,23845701,1308745,,,,,26161265,,,,,0,26161265,,,,,0,,,,,,,,,197057,,,,,25712385,1581312,,,,,27490754,,,,,0,27490754,1252694,701895,307620,,2262209,,,,,6453,18986,25439,,,1148192,1148192,,,,0,,,0,,,,,293157,30500,3759497,2426477,,,2426477,,,,,,,3531,3531,2430008,1329489,,,3,1,"LMHS, P.C.",042971374,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20151009101257P030017893839001,2014-01-01,2014-12-31,002,261697053,,0,0,0,,,,,,,,,,,,,,,,,,23000000,,,23000000,0,0,0,11151485,11151485,11848515,101,0,0,0,,,,,,,,,,,,,,,,,,25560000,,,25560101,,,,10338208,10338208,15221893,1157609,0,0,0,1157609,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,2560000,2560000,0,0,0,0,0,102,3717711,0,0,0,0,0,,344333,0,0,0,0,0,344333,3373378,0,,1,2,"FEELEY & DRISCOLL, PC",042684828,,2,0,2,0,2,0,2,0,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20151009094503P040037965393001,2014-01-01,2014-12-31,001,042803764,0,0,0,0,895233,0,0,0,0,737158,0,0,0,0,0,0,0,0,15031466,,0,0,0,0,16663857,0,0,0,0,0,16663857,0,0,0,0,555995,0,0,0,0,838587,0,0,0,0,0,0,0,0,17662279,,0,0,0,0,19056861,0,0,0,0,0,19056861,1009305,996937,51515,0,2057757,95,0,0,0,0,0,95,0,32596,1085336,1117932,0,486289,502953,-16664,0,492,492,0,0,0,0,227909,0,3387521,782493,0,0,782493,208304,0,0,0,0,232,3488,3720,994517,2393004,0,,3,1,"GRAY, GRAY & GRAY, LLP",042088368,,1,161897,2,,2,,2,,1,550000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20160113131156P030146665063001,2014-07-01,2015-06-30,002,042517090,0,0,0,1960,889241,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,28200552,0,0,29091753,0,0,0,0,0,29091753,0,2329,0,0,1310602,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,28318054,0,0,29630985,0,0,0,0,0,29630985,1927225,,,,1927225,,,,,,11,11,,,,0,,,,0,,117502,117502,,,,,,,2044738,1504363,,,1504363,,,,,,1143,,1143,1505506,539232,,,1,2,"GRAY, GRAY & GRAY, LLP",042088368,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,
20151015074709P040050329057001,2014-01-01,2014-12-31,003,042745179,100,,,,,,,,,,,,,,,,,,,,,4962420,,,4962520,,,1165118,,1165118,3797402,100,,,,,,,,,,,,,,,,,,,,,5226354,,,5226454,,,926425,,926425,4300029,304474,,,,304474,,,,,,,0,,,,0,,,,0,,529698,529698,,,,,,,834172,265763,,,265763,,,65782,,,,,0,331545,502627,,,1,2,"KING, MCNAMARA & MORIARTY",042686846,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20151009132942P030027545565001,2014-01-01,2014-12-31,001,521405842,0,131403,97464,0,2041594,0,0,0,0,0,0,0,0,468257,0,0,0,0,48415655,,0,0,0,0,51154373,0,0,0,0,0,51154373,0,74370,0,0,1746224,0,0,0,0,0,0,0,0,475297,0,0,0,0,51406520,,0,0,0,0,53702411,0,0,0,0,0,53702411,1581316,4075295,218544,0,5875155,245,0,0,0,21748,0,21993,0,0,3810477,3810477,0,0,0,0,0,0,0,0,0,0,0,-958023,0,8749602,6195116,0,0,6195116,0,0,0,0,0,3383,3065,6448,6201564,2548038,0,,3,1,MAYER HOFFMAN MCCANN P.C.,431947695,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20151015072006P030050141553001,2014-01-01,2014-12-31,003,043130808,9,,,,0,,,,,,,,,,,,,,,,,18367723,,,18367732,,,6749835,,6749835,11617897,0,,,,12,,,,,,,,,,,,,,,,,40434950,,,40434962,,,22226040,,22226040,18208922,1347985,,,,1347985,,,,,,,0,,,,0,,123714,114598,9116,,5936383,5936383,,,,,,,7293484,128270,,,128270,,,574189,,,,,0,702459,6591025,,,1,2,WOLF & COMPANY P.C.,042689883,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,1,2,2,,2,,2,,,,
20151008100158P030026333869001,2014-01-01,2014-12-31,002,042746512,,,,1173,1096461,,,,,,,,,,,,,,1542780,,,1687275,,,4327689,,,,,0,4327689,,,,0,1078521,,,,,,,,,,,,,,1271130,,,1686651,,,4036302,,,,,0,4036302,,,,,0,,,,,,,0,,33481,115831,149312,,307788,281427,26361,,243277,243277,,,,,-20740,,398210,689597,,,689597,,,,,,,,0,689597,-291387,,,1,2,"GRAY, GRAY & GRAY, LLP",042088368,,2,,2,,2,,2,,1,500000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20151008071228P030033328423001,2014-01-01,2014-12-31,003,041309690,,,,,,,,,,,,,,511096,0,,,,33040826,,,,,,33551922,,,,,0,33551922,,,,,,,,,,,,,,424818,8217916,,,,29575357,,,,,,38218091,,,,,0,38218091,1706420,1161090,725366,,3592876,,,,,20180,,20180,,,1031130,1031130,,,,0,,,0,396694,,,,834916,375,5876171,1208897,,,1208897,385,,,,,,720,720,1210002,4666169,,,3,1,"WOLF AND COMPANY, PC",042689883,,2,,2,,2,,2,,1,10000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20151008113548P030037047041001,2014-01-01,2014-12-31,004,041309690,,,,,737827,,,,,,,,,,,,,,,,,49579696,,,50317523,582083,,,,582083,49735440,,,,,391836,,,,,,,,,,,,,,,,,47603784,,,47995620,1547452,,,,1547452,46448168,150000,,,,150000,71,,,,,,71,,602707,,602707,,3167264,573456,2593808,,-2382379,-2382379,0,,,,,,964207,4251479,,,4251479,,,,,,,,,4251479,-3287272,,,1,2,"WOLF & COMPANY, P.C.",042689883,,2,,2,,2,,2,,1,10000000,2,,2,,2,,1,2,2,2,,2,2,2,,,,
20151008085927P030033518359001,2014-01-01,2014-12-31,004,042389826,,0,0,2413,1142614,,,,,,,,,15923,,,,,2404658,,,7079296,,,10644904,2082,0,0,0,2082,10642822,,0,0,2388,1522231,,,,,,,,,30602,,,,,2877936,,,7297236,,,11730393,0,,,,0,11730393,844200,0,0,0,844200,29,0,0,0,850,0,879,0,0,66762,66762,0,0,0,0,0,243273,243273,0,0,0,0,27772,128277,1311163,200737,0,0,200737,0,0,0,0,0,22855,0,22855,223592,1087571,0,,1,2,"KAHN, LITWIN, RENZA & CO., LTD",050409384,,2,0,2,0,2,0,2,0,1,1100000,2,,2,,2,,1,1,2,2,,2,,2,,,,
20151002125553P030019915565001,2014-01-01,2014-12-31,001,041682990,,,,,,,,,,,,,,,,,,,,,,4758849,,,4758849,,,,,0,4758849,,,,,,,,,,,,,,,,,,,,,,5097441,,,5097441,,,,,0,5097441,,,,,0,,,,,,,0,,,,0,,,,0,,620558,620558,,,,,,,620558,281966,,,281966,,,,,,,,0,281966,338592,,,1,2,CLIFTONLARSONALLEN LLP,410746749,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
20151006124337P040029595319001,2014-01-01,2014-12-31,002,042597651,,2848962,,,,,,,,,,,,1569712,16793524,2316782,,,214599030,,,,,,238128010,,,,,,238128010,,1762474,,,,,,,,,,,,1739352,44740249,,,,203216346,,,,,,251458421,,,,,,251458421,1762474,9589174,115653,,11467301,,,,,83597,,83597,,,12606206,12606206,,,,,,,,1862769,54444,,,1867161,,27941478,19892332,,,19892332,,,,5545,,,,5545,19897877,8043601,5286810,,3,1,"MAYER HOFFMAN MCCANN, PC",431947695,,2,,2,,2,,2,,1,1000000,2,,2,,2,,1,2,2,2,,2,,2,,,,
